time,temp,year,month,day
6.85,25,2011,1,7
7.85,25,2011,1,7
8.85,26,2011,1,7
9.85,28,2011,1,7
10.85,29,2011,1,7
11.85,30,2011,1,7
12.85,29,2011,1,7
13.85,30,2011,1,7
14.85,29,2011,1,7
17.016666666666666,28,2011,1,7
17.85,27,2011,1,7
18.85,28,2011,1,7
19.85,27,2011,1,7
20.85,27,2011,1,7
21.85,27,2011,1,7
22.85,27,2011,1,7
23.85,27,2011,1,7
0.85,27,2011,1,8
1.85,27,2011,1,8
2.85,27,2011,1,8
3.85,27,2011,1,8
4.85,27,2011,1,8
5.85,27,2011,1,8
6.85,26,2011,1,8
7.85,26,2011,1,8
8.85,27,2011,1,8
9.85,27,2011,1,8
10.85,29,2011,1,8
11.85,30,2011,1,8
12.85,31,2011,1,8
13.85,31,2011,1,8
14.85,31,2011,1,8
15.85,31,2011,1,8
16.85,30,2011,1,8
17.85,29,2011,1,8
18.85,29,2011,1,8
19.85,28,2011,1,8
20.85,28,2011,1,8
21.85,28,2011,1,8
22.85,27,2011,1,8
23.85,26,2011,1,8
0.85,26,2011,1,9
1.85,25,2011,1,9
2.85,25,2011,1,9
3.85,25,2011,1,9
4.85,25,2011,1,9
5.85,25,2011,1,9
6.85,25,2011,1,9
7.85,25,2011,1,9
8.85,26,2011,1,9
9.85,27,2011,1,9
10.85,29,2011,1,9
11.85,31,2011,1,9
12.85,33,2011,1,9
13.85,34,2011,1,9
14.85,34,2011,1,9
15.85,34,2011,1,9
16.85,33,2011,1,9
17.85,32,2011,1,9
18.85,31,2011,1,9
19.85,31,2011,1,9
20.85,29,2011,1,9
21.85,29,2011,1,9
22.85,27,2011,1,9
23.85,27,2011,1,9
0.85,26,2011,1,10
1.85,25,2011,1,10
2.85,25,2011,1,10
3.85,24,2011,1,10
4.85,24,2011,1,10
5.85,23,2011,1,10
6.85,23,2011,1,10
7.85,24,2011,1,10
8.85,25,2011,1,10
9.85,27,2011,1,10
10.85,27,2011,1,10
11.85,29,2011,1,10
12.85,30,2011,1,10
13.85,30,2011,1,10
14.85,31,2011,1,10
15.85,30,2011,1,10
16.85,29,2011,1,10
17.85,30,2011,1,10
18.85,29,2011,1,10
19.85,29,2011,1,10
20.96666666666667,28,2011,1,10
21.133333333333333,28,2011,1,10
22.016666666666666,27,2011,1,10
22.133333333333333,27,2011,1,10
23.85,26,2011,1,10
0.1,27,2011,1,11
1.85,25,2011,1,11
2.05,25,2011,1,11
2.966666666666667,25,2011,1,11
4.016666666666667,25,2011,1,11
4.116666666666666,25,2011,1,11
5.966666666666667,25,2011,1,11
6.85,24,2011,1,11
7.85,25,2011,1,11
8.85,25,2011,1,11
9.85,28,2011,1,11
10.85,29,2011,1,11
11.85,30,2011,1,11
12.85,31,2011,1,11
13.85,31,2011,1,11
14.85,31,2011,1,11
15.85,30,2011,1,11
16.85,30,2011,1,11
17.85,29,2011,1,11
18.85,27,2011,1,11
19.85,25,2011,1,11
20.85,25,2011,1,11
21.85,25,2011,1,11
22.85,25,2011,1,11
23.85,25,2011,1,11
0.85,24,2011,1,12
1.85,24,2011,1,12
2.85,25,2011,1,12
3.85,24,2011,1,12
4.85,24,2011,1,12
5.85,24,2011,1,12
6.85,24,2011,1,12
7.85,24,2011,1,12
8.85,24,2011,1,12
9.85,26,2011,1,12
10.85,28,2011,1,12
11.85,29,2011,1,12
12.85,30,2011,1,12
13.85,29,2011,1,12
14.85,29,2011,1,12
15.85,28,2011,1,12
16.85,26,2011,1,12
17.85,24,2011,1,12
18.85,22,2011,1,12
19.85,20,2011,1,12
20.85,19,2011,1,12
21.85,19,2011,1,12
22.85,18,2011,1,12
23.85,18,2011,1,12
0.85,19,2011,1,13
1.85,19,2011,1,13
2.85,19,2011,1,13
3.85,18,2011,1,13
4.85,19,2011,1,13
5.85,19,2011,1,13
6.85,19,2011,1,13
7.85,19,2011,1,13
8.85,20,2011,1,13
9.85,21,2011,1,13
10.85,21,2011,1,13
11.85,24,2011,1,13
12.85,27,2011,1,13
13.85,27,2011,1,13
14.85,29,2011,1,13
15.85,29,2011,1,13
16.85,29,2011,1,13
17.85,29,2011,1,13
18.85,27,2011,1,13
19.85,26,2011,1,13
20.85,25,2011,1,13
21.85,25,2011,1,13
22.85,25,2011,1,13
23.85,24,2011,1,13
0.85,24,2011,1,14
1.85,24,2011,1,14
2.85,24,2011,1,14
3.85,24,2011,1,14
4.85,24,2011,1,14
5.85,24,2011,1,14
6.85,25,2011,1,14
7.85,25,2011,1,14
8.85,28,2011,1,14
9.85,30,2011,1,14
10.85,30,2011,1,14
11.85,31,2011,1,14
12.85,31,2011,1,14
13.85,33,2011,1,14
14.85,34,2011,1,14
15.85,35,2011,1,14
16.85,36,2011,1,14
17.85,38,2011,1,14
18.85,37,2011,1,14
19.85,37,2011,1,14
20.85,37,2011,1,14
21.85,36,2011,1,14
22.85,36,2011,1,14
23.85,36,2011,1,14
0.85,36,2011,1,15
1.85,36,2011,1,15
2.85,35,2011,1,15
3.85,34,2011,1,15
4.85,33,2011,1,15
5.85,31,2011,1,15
6.85,30,2011,1,15
7.85,30,2011,1,15
8.85,30,2011,1,15
9.85,31,2011,1,15
10.85,32,2011,1,15
11.85,33,2011,1,15
12.85,34,2011,1,15
13.85,34,2011,1,15
14.85,34,2011,1,15
15.85,33,2011,1,15
16.85,32,2011,1,15
17.85,31,2011,1,15
18.85,30,2011,1,15
19.85,29,2011,1,15
20.85,28,2011,1,15
21.85,28,2011,1,15
22.85,27,2011,1,15
23.85,26,2011,1,15
0.85,25,2011,1,16
1.85,24,2011,1,16
2.85,23,2011,1,16
3.85,21,2011,1,16
4.85,20,2011,1,16
5.85,20,2011,1,16
6.85,20,2011,1,16
7.85,20,2011,1,16
8.85,20,2011,1,16
9.85,21,2011,1,16
10.85,23,2011,1,16
11.85,24,2011,1,16
12.85,26,2011,1,16
13.85,26,2011,1,16
14.85,26,2011,1,16
15.85,25,2011,1,16
16.85,26,2011,1,16
17.85,26,2011,1,16
18.85,26,2011,1,16
19.85,26,2011,1,16
20.85,26,2011,1,16
21.85,26,2011,1,16
22.85,26,2011,1,16
0.0833333333333333,25,2011,1,17
1.1,25,2011,1,17
3.083333333333333,25,2011,1,17
7.85,30,2011,1,17
8.983333333333333,32,2011,1,17
9.166666666666666,32,2011,1,17
10.0,34,2011,1,17
11.85,34,2011,1,17
12.85,37,2011,1,17
13.85,38,2011,1,17
15.85,40,2011,1,17
17.0,39,2011,1,17
17.85,40,2011,1,17
18.85,37,2011,1,17
21.85,35,2011,1,17
22.85,36,2011,1,17
23.85,36,2011,1,17
0.1,36,2011,1,18
0.85,36,2011,1,18
1.85,36,2011,1,18
2.85,36,2011,1,18
3.85,37,2011,1,18
4.85,37,2011,1,18
5.85,36,2011,1,18
6.85,37,2011,1,18
7.85,37,2011,1,18
8.85,37,2011,1,18
9.85,38,2011,1,18
11.85,38,2011,1,18
12.85,39,2011,1,18
15.85,41,2011,1,18
17.85,40,2011,1,18
18.85,39,2011,1,18
19.85,38,2011,1,18
22.066666666666666,36,2011,1,18
22.85,36,2011,1,18
23.85,35,2011,1,18
0.85,34,2011,1,19
1.85,34,2011,1,19
2.85,33,2011,1,19
3.85,32,2011,1,19
4.85,32,2011,1,19
5.85,31,2011,1,19
6.85,31,2011,1,19
7.85,32,2011,1,19
8.85,32,2011,1,19
9.85,31,2011,1,19
10.85,31,2011,1,19
11.85,30,2011,1,19
12.85,32,2011,1,19
13.85,32,2011,1,19
14.85,31,2011,1,19
15.85,31,2011,1,19
16.85,31,2011,1,19
17.85,30,2011,1,19
18.85,31,2011,1,19
19.85,31,2011,1,19
20.85,30,2011,1,19
21.85,30,2011,1,19
22.85,31,2011,1,19
23.85,31,2011,1,19
0.85,31,2011,1,20
1.95,30,2011,1,20
2.85,29,2011,1,20
3.85,28,2011,1,20
4.85,28,2011,1,20
7.05,27,2011,1,20
7.983333333333333,27,2011,1,20
8.85,28,2011,1,20
9.85,29,2011,1,20
10.85,30,2011,1,20
11.85,30,2011,1,20
12.85,30,2011,1,20
13.85,30,2011,1,20
16.0,27,2011,1,20
16.85,26,2011,1,20
17.85,25,2011,1,20
18.85,24,2011,1,20
19.85,23,2011,1,20
20.85,21,2011,1,20
21.85,20,2011,1,20
22.85,19,2011,1,20
23.85,18,2011,1,20
0.85,17,2011,1,21
1.85,17,2011,1,21
2.85,16,2011,1,21
3.85,15,2011,1,21
4.85,15,2011,1,21
5.85,14,2011,1,21
6.85,14,2011,1,21
7.85,14,2011,1,21
8.85,14,2011,1,21
9.85,16,2011,1,21
10.85,19,2011,1,21
11.85,21,2011,1,21
12.85,22,2011,1,21
13.85,22,2011,1,21
14.85,24,2011,1,21
15.85,23,2011,1,21
16.85,22,2011,1,21
17.85,22,2011,1,21
19.85,22,2011,1,21
20.85,21,2011,1,21
21.85,20,2011,1,21
22.85,19,2011,1,21
23.85,18,2011,1,21
0.85,18,2011,1,22
1.85,18,2011,1,22
2.85,17,2011,1,22
3.85,17,2011,1,22
4.85,17,2011,1,22
5.85,16,2011,1,22
6.85,16,2011,1,22
7.85,16,2011,1,22
8.85,17,2011,1,22
9.85,19,2011,1,22
10.85,20,2011,1,22
11.85,22,2011,1,22
12.85,24,2011,1,22
13.85,23,2011,1,22
14.85,24,2011,1,22
15.85,23,2011,1,22
16.85,21,2011,1,22
17.85,20,2011,1,22
18.85,19,2011,1,22
19.85,18,2011,1,22
20.85,17,2011,1,22
21.85,15,2011,1,22
22.85,13,2011,1,22
23.85,11,2011,1,22
0.85,10,2011,1,23
1.85,9,2011,1,23
2.85,8,2011,1,23
3.85,7,2011,1,23
4.85,7,2011,1,23
5.85,6,2011,1,23
6.85,6,2011,1,23
7.85,6,2011,1,23
8.85,8,2011,1,23
9.85,10,2011,1,23
10.85,10,2011,1,23
11.85,13,2011,1,23
12.85,15,2011,1,23
13.85,17,2011,1,23
14.85,19,2011,1,23
15.85,19,2011,1,23
16.85,19,2011,1,23
17.85,19,2011,1,23
18.85,20,2011,1,23
19.85,21,2011,1,23
20.85,21,2011,1,23
21.85,22,2011,1,23
22.85,23,2011,1,23
23.85,24,2011,1,23
0.85,25,2011,1,24
1.85,26,2011,1,24
2.85,28,2011,1,24
3.85,28,2011,1,24
4.85,28,2011,1,24
5.85,28,2011,1,24
8.166666666666666,28,2011,1,24
9.083333333333334,28,2011,1,24
10.066666666666666,28,2011,1,24
11.166666666666666,28,2011,1,24
12.85,31,2011,1,24
13.85,32,2011,1,24
14.85,35,2011,1,24
15.85,36,2011,1,24
16.85,36,2011,1,24
17.85,35,2011,1,24
18.85,35,2011,1,24
19.85,36,2011,1,24
20.85,36,2011,1,24
21.85,36,2011,1,24
22.85,36,2011,1,24
23.85,35,2011,1,24
0.85,34,2011,1,25
1.85,32,2011,1,25
2.85,32,2011,1,25
3.85,31,2011,1,25
4.85,31,2011,1,25
5.85,31,2011,1,25
6.85,31,2011,1,25
8.033333333333333,30,2011,1,25
9.1,30,2011,1,25
9.966666666666669,30,2011,1,25
10.166666666666666,30,2011,1,25
11.966666666666669,30,2011,1,25
12.85,31,2011,1,25
13.85,31,2011,1,25
14.083333333333332,32,2011,1,25
15.016666666666666,32,2011,1,25
15.966666666666667,32,2011,1,25
16.85,32,2011,1,25
17.05,32,2011,1,25
17.85,32,2011,1,25
18.85,32,2011,1,25
19.933333333333334,32,2011,1,25
22.0,30,2011,1,25
23.85,30,2011,1,25
0.85,30,2011,1,26
4.85,30,2011,1,26
6.0,30,2011,1,26
6.15,30,2011,1,26
6.85,29,2011,1,26
7.85,31,2011,1,26
9.0,32,2011,1,26
9.85,32,2011,1,26
10.85,33,2011,1,26
11.083333333333334,34,2011,1,26
11.85,34,2011,1,26
12.85,35,2011,1,26
13.85,35,2011,1,26
14.85,35,2011,1,26
15.85,35,2011,1,26
16.85,35,2011,1,26
17.85,34,2011,1,26
18.85,34,2011,1,26
19.85,33,2011,1,26
20.85,32,2011,1,26
21.85,32,2011,1,26
22.85,31,2011,1,26
23.85,31,2011,1,26
0.85,30,2011,1,27
1.85,30,2011,1,27
2.85,30,2011,1,27
3.85,29,2011,1,27
4.85,29,2011,1,27
5.85,29,2011,1,27
6.85,29,2011,1,27
7.85,31,2011,1,27
8.85,32,2011,1,27
9.85,32,2011,1,27
10.85,32,2011,1,27
12.0,34,2011,1,27
12.85,34,2011,1,27
13.85,34,2011,1,27
14.85,34,2011,1,27
15.85,34,2011,1,27
17.03333333333333,34,2011,1,27
17.96666666666667,32,2011,1,27
18.85,32,2011,1,27
19.85,32,2011,1,27
20.1,34,2011,1,27
20.85,32,2011,1,27
21.85,32,2011,1,27
22.85,32,2011,1,27
23.983333333333334,30,2011,1,27
0.85,31,2011,1,28
1.85,30,2011,1,28
1.9833333333333332,30,2011,1,28
2.85,31,2011,1,28
3.85,29,2011,1,28
4.85,30,2011,1,28
5.85,31,2011,1,28
6.85,30,2011,1,28
7.85,30,2011,1,28
8.85,30,2011,1,28
9.85,32,2011,1,28
10.85,33,2011,1,28
11.85,34,2011,1,28
12.85,35,2011,1,28
13.85,35,2011,1,28
14.85,35,2011,1,28
15.85,34,2011,1,28
17.85,31,2011,1,28
18.85,31,2011,1,28
20.0,30,2011,1,28
20.85,30,2011,1,28
21.85,31,2011,1,28
22.85,31,2011,1,28
23.85,31,2011,1,28
0.85,32,2011,1,29
1.85,32,2011,1,29
2.85,31,2011,1,29
3.85,31,2011,1,29
4.85,30,2011,1,29
5.85,30,2011,1,29
6.85,30,2011,1,29
7.85,29,2011,1,29
8.85,30,2011,1,29
9.85,32,2011,1,29
10.85,33,2011,1,29
11.85,36,2011,1,29
12.85,38,2011,1,29
13.85,38,2011,1,29
14.85,38,2011,1,29
15.85,37,2011,1,29
16.85,36,2011,1,29
17.85,35,2011,1,29
19.85,33,2011,1,29
20.85,32,2011,1,29
21.85,30,2011,1,29
22.85,29,2011,1,29
23.85,27,2011,1,29
0.85,27,2011,1,30
1.85,26,2011,1,30
2.85,25,2011,1,30
3.85,24,2011,1,30
4.85,24,2011,1,30
5.85,23,2011,1,30
6.85,22,2011,1,30
7.85,22,2011,1,30
8.85,24,2011,1,30
10.85,27,2011,1,30
11.85,29,2011,1,30
12.85,31,2011,1,30
13.85,31,2011,1,30
15.85,30,2011,1,30
16.85,29,2011,1,30
17.85,28,2011,1,30
18.85,27,2011,1,30
19.85,27,2011,1,30
20.85,27,2011,1,30
21.85,27,2011,1,30
22.85,27,2011,1,30
23.85,27,2011,1,30
0.85,26,2011,2,0
1.9666666666666668,27,2011,2,0
2.1,27,2011,2,0
3.0166666666666666,25,2011,2,0
4.016666666666667,25,2011,2,0
4.166666666666667,25,2011,2,0
4.85,25,2011,2,0
6.116666666666666,27,2011,2,0
7.85,27,2011,2,0
8.166666666666666,28,2011,2,0
10.166666666666666,28,2011,2,0
11.066666666666666,28,2011,2,0
12.133333333333333,28,2011,2,0
13.0,28,2011,2,0
13.166666666666666,28,2011,2,0
13.916666666666666,28,2011,2,0
14.083333333333332,28,2011,2,0
14.85,27,2011,2,0
15.083333333333332,27,2011,2,0
15.85,27,2011,2,0
16.85,27,2011,2,0
17.85,26,2011,2,0
18.85,26,2011,2,0
19.85,27,2011,2,0
20.85,26,2011,2,0
21.85,27,2011,2,0
23.85,27,2011,2,0
0.85,27,2011,2,1
1.9833333333333332,27,2011,2,1
2.083333333333333,27,2011,2,1
2.966666666666667,27,2011,2,1
3.1166666666666667,27,2011,2,1
3.85,28,2011,2,1
4.85,28,2011,2,1
5.083333333333333,28,2011,2,1
5.85,29,2011,2,1
5.966666666666667,30,2011,2,1
6.1,30,2011,2,1
8.016666666666667,32,2011,2,1
8.983333333333333,34,2011,2,1
9.1,34,2011,2,1
11.033333333333331,34,2011,2,1
12.033333333333331,34,2011,2,1
14.85,35,2011,2,1
15.15,36,2011,2,1
17.85,36,2011,2,1
18.85,36,2011,2,1
19.85,38,2011,2,1
20.85,37,2011,2,1
21.85,35,2011,2,1
22.85,34,2011,2,1
23.85,34,2011,2,1
0.85,33,2011,2,2
1.85,33,2011,2,2
2.85,32,2011,2,2
3.85,30,2011,2,2
4.85,28,2011,2,2
5.85,27,2011,2,2
6.85,25,2011,2,2
7.85,25,2011,2,2
8.85,24,2011,2,2
9.85,25,2011,2,2
10.85,27,2011,2,2
11.85,28,2011,2,2
12.85,30,2011,2,2
13.85,30,2011,2,2
14.85,31,2011,2,2
15.85,32,2011,2,2
16.85,32,2011,2,2
17.85,32,2011,2,2
18.85,31,2011,2,2
19.85,30,2011,2,2
20.85,29,2011,2,2
21.85,29,2011,2,2
22.85,27,2011,2,2
23.85,27,2011,2,2
0.85,27,2011,2,3
1.85,27,2011,2,3
2.85,26,2011,2,3
3.85,26,2011,2,3
4.85,25,2011,2,3
5.85,24,2011,2,3
6.85,24,2011,2,3
7.85,23,2011,2,3
8.85,24,2011,2,3
9.85,26,2011,2,3
10.85,27,2011,2,3
11.85,30,2011,2,3
12.85,31,2011,2,3
13.85,32,2011,2,3
14.85,32,2011,2,3
15.85,33,2011,2,3
16.85,33,2011,2,3
17.85,33,2011,2,3
18.85,33,2011,2,3
19.85,33,2011,2,3
20.85,32,2011,2,3
21.85,32,2011,2,3
22.85,32,2011,2,3
23.85,31,2011,2,3
0.85,31,2011,2,4
1.85,32,2011,2,4
2.85,33,2011,2,4
3.85,33,2011,2,4
4.85,34,2011,2,4
5.85,34,2011,2,4
8.85,33,2011,2,4
11.85,35,2011,2,4
12.85,34,2011,2,4
13.85,33,2011,2,4
14.85,34,2011,2,4
15.85,34,2011,2,4
16.166666666666668,34,2011,2,4
18.05,36,2011,2,4
18.85,36,2011,2,4
19.85,38,2011,2,4
20.85,41,2011,2,4
22.0,39,2011,2,4
22.85,39,2011,2,4
23.85,39,2011,2,4
0.85,40,2011,2,5
1.85,39,2011,2,5
2.85,39,2011,2,5
3.85,40,2011,2,5
4.85,39,2011,2,5
5.85,38,2011,2,5
6.85,37,2011,2,5
7.85,37,2011,2,5
8.85,38,2011,2,5
9.85,39,2011,2,5
10.85,40,2011,2,5
11.85,42,2011,2,5
12.85,43,2011,2,5
13.85,44,2011,2,5
14.85,44,2011,2,5
15.85,43,2011,2,5
16.85,42,2011,2,5
17.85,42,2011,2,5
18.85,41,2011,2,5
19.85,40,2011,2,5
20.85,40,2011,2,5
21.85,39,2011,2,5
22.85,39,2011,2,5
23.85,38,2011,2,5
0.85,37,2011,2,6
1.85,37,2011,2,6
2.85,37,2011,2,6
3.85,37,2011,2,6
4.85,36,2011,2,6
5.85,36,2011,2,6
6.85,36,2011,2,6
7.85,37,2011,2,6
8.85,39,2011,2,6
9.85,41,2011,2,6
10.85,43,2011,2,6
11.85,42,2011,2,6
12.85,44,2011,2,6
13.85,44,2011,2,6
14.85,42,2011,2,6
15.85,41,2011,2,6
16.85,40,2011,2,6
17.85,40,2011,2,6
18.85,40,2011,2,6
19.85,41,2011,2,6
20.85,41,2011,2,6
22.0,39,2011,2,6
22.85,39,2011,2,6
23.85,39,2011,2,6
1.9833333333333332,39,2011,2,7
4.0,39,2011,2,7
4.85,40,2011,2,7
7.85,39,2011,2,7
8.15,39,2011,2,7
10.85,37,2011,2,7
11.85,35,2011,2,7
12.85,33,2011,2,7
13.85,32,2011,2,7
14.85,31,2011,2,7
15.85,30,2011,2,7
16.85,29,2011,2,7
18.85,25,2011,2,7
19.85,24,2011,2,7
20.85,22,2011,2,7
21.85,20,2011,2,7
22.85,19,2011,2,7
23.85,19,2011,2,7
0.85,18,2011,2,8
1.85,17,2011,2,8
2.85,17,2011,2,8
3.85,17,2011,2,8
4.85,16,2011,2,8
5.85,15,2011,2,8
6.85,15,2011,2,8
7.85,15,2011,2,8
8.85,17,2011,2,8
9.85,19,2011,2,8
10.85,21,2011,2,8
11.85,24,2011,2,8
12.85,27,2011,2,8
13.85,28,2011,2,8
14.85,29,2011,2,8
15.85,29,2011,2,8
16.85,29,2011,2,8
17.85,29,2011,2,8
18.85,29,2011,2,8
19.85,28,2011,2,8
20.85,28,2011,2,8
21.85,28,2011,2,8
22.85,28,2011,2,8
23.85,28,2011,2,8
0.85,28,2011,2,9
1.85,28,2011,2,9
2.85,28,2011,2,9
3.85,27,2011,2,9
4.85,27,2011,2,9
5.85,26,2011,2,9
6.85,25,2011,2,9
7.85,24,2011,2,9
8.85,23,2011,2,9
9.85,23,2011,2,9
10.85,24,2011,2,9
11.85,24,2011,2,9
12.85,26,2011,2,9
13.85,26,2011,2,9
14.85,26,2011,2,9
15.85,26,2011,2,9
16.85,27,2011,2,9
17.85,26,2011,2,9
18.85,26,2011,2,9
19.85,25,2011,2,9
20.85,23,2011,2,9
21.85,23,2011,2,9
22.85,22,2011,2,9
23.85,22,2011,2,9
0.85,22,2011,2,10
1.85,21,2011,2,10
2.85,20,2011,2,10
3.85,20,2011,2,10
4.85,19,2011,2,10
5.85,20,2011,2,10
6.85,21,2011,2,10
7.85,22,2011,2,10
8.85,24,2011,2,10
9.85,26,2011,2,10
10.85,29,2011,2,10
11.85,31,2011,2,10
12.85,35,2011,2,10
13.85,35,2011,2,10
14.85,36,2011,2,10
15.85,36,2011,2,10
16.85,36,2011,2,10
17.85,35,2011,2,10
18.85,34,2011,2,10
19.85,34,2011,2,10
20.85,33,2011,2,10
21.85,34,2011,2,10
22.85,35,2011,2,10
23.85,33,2011,2,10
0.85,33,2011,2,11
1.85,32,2011,2,11
2.85,32,2011,2,11
3.85,32,2011,2,11
4.85,32,2011,2,11
5.85,32,2011,2,11
6.85,33,2011,2,11
7.85,32,2011,2,11
8.85,33,2011,2,11
9.85,33,2011,2,11
10.85,36,2011,2,11
11.85,38,2011,2,11
13.1,34,2011,2,11
13.85,36,2011,2,11
14.85,37,2011,2,11
15.85,39,2011,2,11
16.85,39,2011,2,11
17.85,35,2011,2,11
18.85,34,2011,2,11
19.85,34,2011,2,11
20.85,33,2011,2,11
21.85,32,2011,2,11
22.85,31,2011,2,11
23.85,30,2011,2,11
0.85,29,2011,2,12
1.85,29,2011,2,12
2.85,29,2011,2,12
3.85,29,2011,2,12
4.85,29,2011,2,12
5.85,30,2011,2,12
6.85,31,2011,2,12
7.85,32,2011,2,12
8.85,34,2011,2,12
9.85,35,2011,2,12
10.85,36,2011,2,12
11.85,39,2011,2,12
12.85,42,2011,2,12
14.85,45,2011,2,12
15.85,44,2011,2,12
16.85,45,2011,2,12
17.85,45,2011,2,12
18.85,45,2011,2,12
19.85,44,2011,2,12
20.85,45,2011,2,12
21.85,44,2011,2,12
22.85,43,2011,2,12
23.85,44,2011,2,12
0.85,43,2011,2,13
1.85,45,2011,2,13
2.85,45,2011,2,13
3.85,44,2011,2,13
4.85,46,2011,2,13
5.85,46,2011,2,13
6.85,46,2011,2,13
7.85,47,2011,2,13
8.85,48,2011,2,13
9.85,48,2011,2,13
10.85,50,2011,2,13
11.85,52,2011,2,13
12.85,55,2011,2,13
13.85,57,2011,2,13
14.85,56,2011,2,13
15.85,55,2011,2,13
16.85,51,2011,2,13
17.85,49,2011,2,13
18.85,48,2011,2,13
19.85,46,2011,2,13
20.85,42,2011,2,13
21.85,40,2011,2,13
22.85,39,2011,2,13
23.85,38,2011,2,13
0.85,36,2011,2,14
1.85,35,2011,2,14
2.85,32,2011,2,14
3.85,30,2011,2,14
4.85,29,2011,2,14
5.85,28,2011,2,14
6.85,26,2011,2,14
7.85,26,2011,2,14
8.85,25,2011,2,14
9.85,27,2011,2,14
10.85,28,2011,2,14
11.85,30,2011,2,14
12.85,32,2011,2,14
